Trial,Column,verdict,overall,correctness,completeness,category,ground_truth,predicted,reason
NCT00104715_Gravis_GETUG_EU'15,Author,Wrong,0.0,0.0,0.0,exact_match,Gravis G. et al.,"Gwenaelle Gravis, Jean-Marie Boher, Florence Joly, Michel Soulié, Laurence Albiges, Franck Priou, Igor Latorzeff, Remy Delva, Ivan Krakowski, Brigitte Laguerre, Frédéric Rolland, Christine Théodore, G",Not an exact match.
NCT00104715_Gravis_GETUG_EU'15,Reporting by prognostic groups - Y/N | Metachronous,Correct,1.0,1.0,1.0,exact_match,Yes,Y,"""Yes"" is equivalent to ""Y""."
NCT00104715_Gravis_GETUG_EU'15,NCT,Correct,1.0,1.0,1.0,exact_match,NCT00104715,NCT00104715,Exact match.
NCT00104715_Gravis_GETUG_EU'15,Full Pub or Abstract,Correct,1.0,1.0,1.0,exact_match,Full Pub,Full Pub,Exact match.
NCT00104715_Gravis_GETUG_EU'15,Phase,Correct,1.0,1.0,1.0,exact_match,Phase 3.0,Phase 3,"""Phase 3.0"" is equivalent to ""Phase 3""."
NCT00104715_Gravis_GETUG_EU'15,PubMed ID,Correct,1.0,1.0,1.0,exact_match,,,"Both are empty, so they are equivalent."
NCT00104715_Gravis_GETUG_EU'15,Number of Arms Included,Correct,1.0,1.0,1.0,exact_match,2,2,Exact match.
NCT00104715_Gravis_GETUG_EU'15,Reporting by prognostic groups - Y/N | Low volume,Correct,1.0,1.0,1.0,exact_match,Yes,Y,"""Yes"" is equivalent to ""Y""."
NCT00104715_Gravis_GETUG_EU'15,Median OS (mo) | Low volume | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,Not reached,NR,"Both GT and Pred indicate that the value was not reported. ""Not reached"" and ""NR"" are considered equivalent for this purpose."
NCT00104715_Gravis_GETUG_EU'15,Median OS (mo) | Overall | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,62.1 mo,62.1,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Median OS (mo) | Overall | Control,Correct,1.0,1.0,1.0,numeric_tolerance,48.6 mo,48.6,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Median OS (mo) | High volume | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,39.8 mo,39.8,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Median OS (mo) | Low volume | Control,Correct,1.0,1.0,1.0,numeric_tolerance,83.4 mo,83.4,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Median OS (mo) | High volume | Control,Correct,1.0,1.0,1.0,numeric_tolerance,35.1 mo,35.1,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Gleason score - N (%) | ≤ 7 | Control,Partial,0.5,0.5,0.5,numeric_tolerance,78 (41%),78,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Gleason score - N (%) | ≥ 8 | Control,Partial,0.5,0.5,0.5,numeric_tolerance,113 (59%),113,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Gleason score - N (%) | ≤ 7 | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,84 (45%),84,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Gleason score - N (%) | ≥ 8 | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,103 (55%),103,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Median PFS (mo) | High volume | Control,Correct,1.0,1.0,1.0,numeric_tolerance,bPFS 9.2 mo; rPFS 9.7 mo,9.2,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Median PFS (mo) | High volume | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,bPFS 15.2 mo; rPFS 15.9 mo,15.2,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Median PFS (mo) | Overall | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,bPFS 22.9 mo; rPFS 22.9 mo,22.9,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Median PFS (mo) | Low volume | Control,Correct,1.0,1.0,1.0,numeric_tolerance,bPFS 22.4 mo; rPFS 23.2 mo,22.4,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Median PFS (mo) | Overall | Control,Correct,1.0,1.0,1.0,numeric_tolerance,bPFS 12.9 mo; rPFS 15.3 mo,12.9,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Median PFS (mo) | Low volume | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,bPFS 40.9 mo; rPFS 41.0 mo,40.9,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Lungs | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Bone | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,155 (81%),155,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Nodal | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Nodal | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Liver | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Bone | Control,Partial,0.5,0.5,0.5,numeric_tolerance,156 (81%),156,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Liver | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Lungs | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,No. of Deaths - N | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,115,115,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,No. of Deaths - N | Control,Correct,1.0,1.0,1.0,numeric_tolerance,127,127,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Treatment | CR,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Treatment | Overall,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Mode of metastases - N (%) | Synchronous | Control,Partial,0.5,0.5,0.5,numeric_tolerance,Metastases at diagnosis: 144 (76%),144,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Mode of metastases - N (%) | Metachronous | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,Metastases after local therapy: 62 (33%),62,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Mode of metastases - N (%) | Synchronous | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,Metastases at diagnosis: 128 (67%),128,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Mode of metastases - N (%) | Metachronous | Control,Partial,0.5,0.5,0.5,numeric_tolerance,Metastases after local therapy: 46 (24%),46,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Control | PD,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Treatment | SD,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Control | Overall,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Control | CR,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Control | SD,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Treatment | PD,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,PFS Rate (%) | Overall | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,PFS Rate (%) | Overall | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Synchronous | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | High volume | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,11.96,"GT is empty, but Pred has a value."
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Overall | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,17.1,"GT is empty, but Pred has a value."
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Synchronous | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Low volume | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,21.0,"GT is empty, but Pred has a value."
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | High volume | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,10.99,"GT is empty, but Pred has a value."
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Overall | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,16.67,"GT is empty (""Not reported""), but Pred has a value. This indicates an error."
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Metachronous | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Low volume | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,22.55,"GT is empty (""Not reported""), but Pred has a value. This indicates an error."
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Metachronous | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 1-2 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,7 (4%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 0 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,181 (99%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 0 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,176 (96%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 1-2 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,2 (1%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Nat. Hawaiian or Pac. Islander | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Other | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Asian | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | White | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Amer. Indian or Alaska Nat. | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | White | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Asian,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Amer. Indian or Alaska Nat.,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Radiotherapy | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Prostatectomy | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Orchiectomy | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Orchiectomy | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Prostatectomy | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Radiotherapy | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Unknown | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Nat. Hawaiian or Pac. Islander | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Unknown | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Other | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Black or African American | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Black or African American | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Total Participants - N,Correct,1.0,1.0,1.0,numeric_tolerance,385,385,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,TTPSA (mo) | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,22.9,"Both GT and Pred are numeric values representing time in months. Since GT is empty and Pred has a value, it indicates a mismatch."
NCT00104715_Gravis_GETUG_EU'15,TTPSA (mo) | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,12.9,"Both GT and Pred are numeric values representing time in months. Since GT is empty and Pred has a value, it indicates a mismatch."
NCT00104715_Gravis_GETUG_EU'15,Treatment Arm - N,Correct,1.0,1.0,1.0,numeric_tolerance,192 (ADT + Docetaxel),192,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Africa | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Oceania | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Oceania | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | South America | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Europe | Control,Partial,0.5,0.5,0.5,numeric_tolerance,193 (100%),193,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Europe | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,192 (100%),192,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Volume of disease - N (%) | Low | Control,Partial,0.5,0.5,0.5,numeric_tolerance,102 (53%),102,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Volume of disease - N (%) | High | Control,Partial,0.5,0.5,0.5,numeric_tolerance,91 (47%),91,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Volume of disease - N (%) | High | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,92 (48%),92,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | South America | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | North America | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Asia | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Africa | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | North America | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Asia | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Class of Agent in Treatment Arm 1,Partial,0.25,0.5,0.0,structured_text,Taxane chemotherapy (docetaxel),Hormonal Therapy and Chemotherapy,"The GT specifies a type of chemotherapy (taxane) and gives an example (docetaxel). The prediction is broader, including both hormonal and chemotherapy. The prediction includes ""chemotherapy"" which is partially correct, but also includes ""hormonal therapy"" which is not specified in the GT for treatme"
NCT00104715_Gravis_GETUG_EU'15,Control Arm,Correct,1.0,1.0,1.0,structured_text,ADT alone,ADT alone,The prediction matches the ground truth exactly.
NCT00104715_Gravis_GETUG_EU'15,COE_RCT_IND_OVERALL_RJ,Wrong,0.0,0.0,0.0,structured_text,Yes (randomized phase III),,The prediction is empty while the GT is not.
NCT00104715_Gravis_GETUG_EU'15,Type of Therapy,Correct,1.0,1.0,1.0,structured_text,Chemohormonal therapy (ADT + cytotoxic chemotherapy),ADT plus Docetaxel versus ADT alone,"The GT describes the therapy as chemohormonal, specifying ADT and cytotoxic chemotherapy. The prediction specifies ADT plus Docetaxel, which is a specific example of chemohormonal therapy. It also includes ""versus ADT alone"" which is not part of the therapy *type* itself, but rather a comparison. Th"
NCT00104715_Gravis_GETUG_EU'15,Primary Endpoint(s),Correct,1.0,1.0,1.0,structured_text,"Overall survival (pg1, abstract; pg2, Methods",OS,"""OS"" is a common abbreviation for ""Overall Survival""."
NCT00104715_Gravis_GETUG_EU'15,Add-on Treatment,Correct,1.0,1.0,1.0,structured_text,Docetaxel,Docetaxel,The prediction matches the ground truth exactly.
NCT00104715_Gravis_GETUG_EU'15,Treatment Arm(s),Partial,0.5,0.5,0.5,structured_text,ADT + Docetaxel,ADT plus D versus ADT alone,"The prediction includes ""ADT plus D"" which is equivalent to ""ADT + Docetaxel"" (D representing Docetaxel). However, it also includes ""versus ADT alone"" which is not present in the ground truth. Therefore, some information is correct, and some is extra."
NCT00104715_Gravis_GETUG_EU'15,Treatment Class,Partial,0.5,0.5,0.5,structured_text,Chemotherapy (taxane),Chemohormonal therapy,"The ground truth specifies ""Chemotherapy (taxane)"", indicating a taxane-based chemotherapy. The prediction ""Chemohormonal therapy"" is a broader category that includes both chemotherapy and hormonal therapy. While taxane chemotherapy can be part of chemohormonal therapy, the prediction doesn't specif"
NCT00104715_Gravis_GETUG_EU'15,Secondary Endpoint(s),Partial,0.75,1.0,0.5,structured_text,Biochemical PFS; Radiographic PFS; subgroup OS by metastatic volume,biochemical progression-free survival (bPFS) and radiographic progression-free survival (rPFS),"The prediction captures ""biochemical progression-free survival (bPFS)"" and ""radiographic progression-free survival (rPFS)"", which are equivalent to ""Biochemical PFS"" and ""Radiographic PFS"" in the ground truth. However, it misses ""subgroup OS by metastatic volume""."
NCT00104715_Gravis_GETUG_EU'15,Trial,Correct,1.0,1.0,1.0,structured_text,GETUG-AFU15,GETUG-AFU15,The prediction exactly matches the ground truth.
NCT00104715_Gravis_GETUG_EU'15,Treatment Arm 1 Regimen,Correct,1.0,1.0,1.0,structured_text,"Docetaxel 75 mg/m² every 21 days, up to 9 cycles, combined with continuous ADT","ADT plus D (75 mg/m² for 21 d, up to nine cycles)","The prediction captures the key elements: ADT, Docetaxel (D), dose (75 mg/m²), schedule (every 21 days), and number of cycles (up to nine cycles). The prediction is a reasonable abbreviation of the ground truth."
NCT00104715_Gravis_GETUG_EU'15,Quality of Life Scale,Correct,1.0,1.0,1.0,structured_text,,,Both ground truth and prediction are empty.
NCT00268476_James_STAMPEDE_IJC'22,Control Arm - N,Correct,1.0,1.0,1.0,numeric_tolerance,502 (SOC-alone),502,"The GT contains ""502"" and the Pred contains ""502"". The numbers match exactly. The additional text in GT is not relevant for numeric comparison."
NCT00268476_James_STAMPEDE_IJC'22,Docetaxel administration - N (%) | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,32% SOC-alone,"GT is empty, but Pred contains ""32%"". Since one is empty and the other is not, correctness and completeness are both 0.0."
NCT00268476_James_STAMPEDE_IJC'22,Docetaxel administration - N (%) | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,40% SOC + AAP,"GT is empty, but Pred contains ""40%"". Since one is empty and the other is not, correctness and completeness are both 0.0."
