Trial,Column,verdict,overall,correctness,completeness,category,ground_truth,predicted,reason
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Overall | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,17.1,"GT is empty, but Pred has a value."
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Low volume | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,21.0,"GT is empty, but Pred has a value."
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | High volume | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,10.99,"GT is empty, but Pred has a value."
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Overall | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,16.67,"GT is empty (""Not reported""), but Pred has a value. This indicates an error."
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Low volume | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,22.55,"GT is empty (""Not reported""), but Pred has a value. This indicates an error."
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 1-2 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,7 (4%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 0 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,181 (99%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 0 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,176 (96%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 1-2 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,2 (1%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
NCT00104715_Gravis_GETUG_EU'15,TTPSA (mo) | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,22.9,"Both GT and Pred are numeric values representing time in months. Since GT is empty and Pred has a value, it indicates a mismatch."
NCT00104715_Gravis_GETUG_EU'15,TTPSA (mo) | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,12.9,"Both GT and Pred are numeric values representing time in months. Since GT is empty and Pred has a value, it indicates a mismatch."
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Europe | Control,Partial,0.5,0.5,0.5,numeric_tolerance,193 (100%),193,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Europe | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,192 (100%),192,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Volume of disease - N (%) | Low | Control,Partial,0.5,0.5,0.5,numeric_tolerance,102 (53%),102,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Volume of disease - N (%) | High | Control,Partial,0.5,0.5,0.5,numeric_tolerance,91 (47%),91,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Volume of disease - N (%) | High | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,92 (48%),92,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Class of Agent in Treatment Arm 1,Partial,0.25,0.5,0.0,structured_text,Taxane chemotherapy (docetaxel),Hormonal Therapy and Chemotherapy,"The GT specifies a type of chemotherapy (taxane) and gives an example (docetaxel). The prediction is broader, including both hormonal and chemotherapy. The prediction includes ""chemotherapy"" which is partially correct, but also includes ""hormonal therapy"" which is not specified in the GT for treatme"
NCT00104715_Gravis_GETUG_EU'15,COE_RCT_IND_OVERALL_RJ,Wrong,0.0,0.0,0.0,structured_text,Yes (randomized phase III),,The prediction is empty while the GT is not.
NCT00104715_Gravis_GETUG_EU'15,Treatment Arm(s),Partial,0.5,0.5,0.5,structured_text,ADT + Docetaxel,ADT plus D versus ADT alone,"The prediction includes ""ADT plus D"" which is equivalent to ""ADT + Docetaxel"" (D representing Docetaxel). However, it also includes ""versus ADT alone"" which is not present in the ground truth. Therefore, some information is correct, and some is extra."
NCT00104715_Gravis_GETUG_EU'15,Treatment Class,Partial,0.5,0.5,0.5,structured_text,Chemotherapy (taxane),Chemohormonal therapy,"The ground truth specifies ""Chemotherapy (taxane)"", indicating a taxane-based chemotherapy. The prediction ""Chemohormonal therapy"" is a broader category that includes both chemotherapy and hormonal therapy. While taxane chemotherapy can be part of chemohormonal therapy, the prediction doesn't specif"
NCT00104715_Gravis_GETUG_EU'15,Secondary Endpoint(s),Partial,0.75,1.0,0.5,structured_text,Biochemical PFS; Radiographic PFS; subgroup OS by metastatic volume,biochemical progression-free survival (bPFS) and radiographic progression-free survival (rPFS),"The prediction captures ""biochemical progression-free survival (bPFS)"" and ""radiographic progression-free survival (rPFS)"", which are equivalent to ""Biochemical PFS"" and ""Radiographic PFS"" in the ground truth. However, it misses ""subgroup OS by metastatic volume""."
NCT00268476_James_STAMPEDE_IJC'22,Docetaxel administration - N (%) | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,32% SOC-alone,"GT is empty, but Pred contains ""32%"". Since one is empty and the other is not, correctness and completeness are both 0.0."
NCT00268476_James_STAMPEDE_IJC'22,Docetaxel administration - N (%) | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,40% SOC + AAP,"GT is empty, but Pred contains ""40%"". Since one is empty and the other is not, correctness and completeness are both 0.0."
NCT00268476_James_STAMPEDE_IJC'22,Median Follow-Up Duration (mo),Partial,0.75,1.0,0.5,numeric_tolerance,73 months (6.1 years),73,The GT contains two numbers: 73 and 6.1. The Pred contains only 73. The number 73 in Pred matches the number 73 in GT. The number 6.1 in GT is not captured in Pred.
NCT00268476_James_STAMPEDE_IJC'22,Adverse Events - N (%) | Treatment-related Grade 3 or Higher | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,16%,"GT is empty, and Pred has a value. Therefore, correctness and completeness are both 0."
NCT00268476_James_STAMPEDE_IJC'22,Adverse Events - N (%) | Treatment-related Grade 5 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,0 (no grade 4 or 5 at 2 years; grade 5 not reported; explicitly “no grade 4 or 5” at 2y),Not reported,"GT has a numerical value (0), while Pred is ""Not reported"". This is considered an incorrect extraction."
NCT00268476_James_STAMPEDE_IJC'22,Adverse Events - N (%) | Treatment-related Grade 3 or Higher | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,16%,"GT is empty, and Pred has a value. Therefore, correctness and completeness are both 0."
NCT00268476_James_STAMPEDE_IJC'22,Adverse Events - N (%) | Treatment-related Grade 5 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,0 (no grade 4 or 5 at 2 years; grade 5 not reported; explicitly “no grade 4 or 5” at 2y),Not reported,"GT has a numerical value (0), while Pred is ""Not reported"". This is considered an incorrect extraction."
NCT00268476_James_STAMPEDE_IJC'22,Number of Arms Included,Wrong,0.0,0.0,0.0,exact_match,2 (SOC-alone vs SOC + AAP),,"GT has a value, Pred is empty. Empty is not equivalent to the GT value."
NCT00268476_James_STAMPEDE_IJC'22,Trial Name,Wrong,0.0,0.0,0.0,exact_match,Abiraterone acetate plus prednisolone for metastatic patients starting hormone therapy: 5-year follow-up results from the STAMPEDE randomised trial,STAMPEDE randomised trial,Not an exact match.
NCT00268476_James_STAMPEDE_IJC'22,Quality of Life reported,Wrong,0.0,0.0,0.0,exact_match,No,,"GT has a value, Pred is empty. Empty is not equivalent to ""No""."
NCT00268476_James_STAMPEDE_IJC'22,Metastases - N (%) | Lungs | Treatment,Partial,0.75,1.0,0.5,numeric_tolerance,21 (4%),21,GT has two numbers: 21 and 4. Pred has one number: 21. The number 21 in Pred matches the number 21 in GT. The number 4 in GT is not present in Pred. Correctness: 1.0 (The predicted number matches a GT number) Completeness: 0.5 (One of the two GT numbers is captured)
NCT00268476_James_STAMPEDE_IJC'22,Metastases - N (%) | Lungs | Control,Partial,0.75,1.0,0.5,numeric_tolerance,21 (4%),21,GT has two numbers: 21 and 4. Pred has one number: 21. The number 21 in Pred matches the number 21 in GT. The number 4 in GT is not present in Pred. Correctness: 1.0 (The predicted number matches a GT number) Completeness: 0.5 (One of the two GT numbers is captured)
NCT00268476_James_STAMPEDE_IJC'22,Median OS (mo) | High volume | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Median OS (mo) | Overall | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,79 months,79,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Median OS (mo) | High volume | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Median OS (mo) | Low volume | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Median OS (mo) | Low volume | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Median OS (mo) | Overall | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,46 months,46,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Mode of metastases - N (%) | Metachronous | Control,Partial,0.75,1.0,0.5,numeric_tolerance,27(5%),27,"The predicted value ""27"" matches the GT value ""27"". The percentage ""5%"" is missing from the prediction."
NCT00268476_James_STAMPEDE_IJC'22,Mode of metastases - N (%) | Metachronous | Treatment,Partial,0.75,1.0,0.5,numeric_tolerance,35(7%),35,"The predicted value ""35"" matches the GT value ""35"". The percentage ""7%"" is missing from the prediction."
NCT00268476_James_STAMPEDE_IJC'22,Mode of metastases - N (%) | Synchronous | Control,Partial,0.75,1.0,0.5,numeric_tolerance,475(95%),475,"The predicted value ""475"" matches the GT value ""475"". The percentage ""95%"" is missing from the prediction."
NCT00268476_James_STAMPEDE_IJC'22,Mode of metastases - N (%) | Synchronous | Treatment,Partial,0.75,1.0,0.5,numeric_tolerance,466(93%),466,"The predicted value ""466"" matches the GT value ""466"". The percentage ""93%"" is missing from the prediction."
NCT00268476_James_STAMPEDE_IJC'22,Metastases - N (%) | Nodal | Control,Partial,0.75,1.0,0.5,numeric_tolerance,Distant lymph nodes 150 (30%),150,The prediction only captured the count (150) but missed the percentage (30%). Correctness: The predicted number (150) matches a number in GT (150). Completeness: Only one of the two GT numbers is captured.
NCT00268476_James_STAMPEDE_IJC'22,Metastases - N (%) | Bone | Treatment,Partial,0.75,1.0,0.5,numeric_tolerance,434 (87%),434,The prediction only captured the count (434) but missed the percentage (87%). Correctness: The predicted number (434) matches a number in GT (434). Completeness: Only one of the two GT numbers is captured.
NCT00268476_James_STAMPEDE_IJC'22,Metastases - N (%) | Liver | Control,Partial,0.75,1.0,0.5,numeric_tolerance,8 (2%),8,The prediction only captured the count (8) but missed the percentage (2%). Correctness: The predicted number (8) matches a number in GT (8). Completeness: Only one of the two GT numbers is captured.
NCT00268476_James_STAMPEDE_IJC'22,Metastases - N (%) | Nodal | Treatment,Partial,0.75,1.0,0.5,numeric_tolerance,Distant lymph nodes 143 (29%),143,The prediction only captured the count (143) but missed the percentage (29%). Correctness: The predicted number (143) matches a number in GT (143). Completeness: Only one of the two GT numbers is captured.
NCT00268476_James_STAMPEDE_IJC'22,Metastases - N (%) | Liver | Treatment,Partial,0.75,1.0,0.5,numeric_tolerance,7 (1%),7,The prediction only captured the count (7) but missed the percentage (1%). Correctness: The predicted number (7) matches a number in GT (7). Completeness: Only one of the two GT numbers is captured.
NCT00268476_James_STAMPEDE_IJC'22,Metastases - N (%) | Bone | Control,Partial,0.75,1.0,0.5,numeric_tolerance,448 (89%),448,The prediction only captured the count (448) but missed the percentage (89%). Correctness: The predicted number (448) matches a number in GT (448). Completeness: Only one of the two GT numbers is captured.
NCT00268476_James_STAMPEDE_IJC'22,PFS Rate (%) | Overall | Treatment,Partial,0.875,1.0,0.75,numeric_tolerance,54% event-free at 5 years (95% CI 50–59),54% (50-59),"The predicted values 54, 50, and 59 are all present in the ground truth. The GT also contains 95, which is not present in the prediction."
NCT00268476_James_STAMPEDE_IJC'22,PFS Rate (%) | Overall | Control,Partial,0.875,1.0,0.75,numeric_tolerance,37% event-free at 5 years (95% CI 33–42),37% (33-42),"The predicted values 37, 33, and 42 are all present in the ground truth. The GT also contains 95, which is not present in the prediction."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Low volume | Treatment,Partial,0.875,1.0,0.75,numeric_tolerance,Low-risk subgroup: 72% alive at 5 years (95% CI 65–77),73% (66-79),73 matches 72 within tolerance. 66 matches 65 within tolerance. 79 matches 77 within tolerance. 95 is not present in prediction.
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Low volume | Control,Partial,0.875,1.0,0.75,numeric_tolerance,Low-risk subgroup: 55% alive at 5 years (95% CI 48–61),55% (48-61),55 matches 55. 48 matches 48. 61 matches 61. 95 is not present in prediction.
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Overall | Control,Partial,0.75,0.5,1.0,numeric_tolerance,41% alive at 5 years,41% (37-45),"GT has one number (41). Pred has three numbers (41, 37, 45). The number 41 in Pred matches the number 41 in GT. However, Pred has two extra numbers that are not in GT. Therefore, correctness is 0.5 and completeness is 1.0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | High volume | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,High-risk subgroup: 49% alive at 5 years (95% CI 43–55),55% (43-65),"GT has four numbers (49, 95, 43, 55). Pred has three numbers (55, 43, 65). The numbers 55 and 43 in Pred match the numbers 55 and 43 in GT. The number 65 in Pred does not match any number in GT. GT has two numbers (49, 95) that are not in Pred. Therefore, correctness is 0.5 and completeness is 0.5."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | High volume | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,High-risk subgroup: 28% alive at 5 years (95% CI 22–34),72% (65-77),"GT has four numbers (28, 95, 22, 34). Pred has three numbers (72, 65, 77). None of the numbers in Pred match any number in GT. Therefore, correctness is 0.0 and completeness is 0.0."
NCT00268476_James_STAMPEDE_IJC'22,PS - N (%) | 0 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,PS - N (%) | 1-2 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,PS - N (%) | 0 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,PS - N (%) | 1-2 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Total Participants - N,Wrong,0.0,0.0,0.0,numeric_tolerance,1003 metastatic patients analysed,2752,"The ground truth contains the number 1003. The prediction contains the number 2752. These numbers do not match within the allowed tolerance. Therefore, the correctness is 0.0 and the completeness is 0.0."
NCT00268476_James_STAMPEDE_IJC'22,Region - N (%) | Europe | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,501(100%),,"GT contains ""501"" and ""100"", while Pred is empty. No numbers in Pred match GT."
NCT00268476_James_STAMPEDE_IJC'22,Region - N (%) | Europe | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,502(100%),,"GT contains ""502"" and ""100"", while Pred is empty. No numbers in Pred match GT."
NCT00268476_James_STAMPEDE_IJC'22,Region - N (%) | South America | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Region - N (%) | Oceania | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Region - N (%) | Asia | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Region - N (%) | North America | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Region - N (%) | Africa | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Region - N (%) | Asia | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00268476_James_STAMPEDE_IJC'22,Trial,Partial,0.5,0.5,0.5,structured_text,STAMPEDE “abiraterone comparison” in metastatic (M1) patients,STAMPEDE randomised trial (NCT00268476),"The prediction captures the STAMPEDE trial name, which is correct. However, it provides additional information (randomised trial and NCT number) not present in the ground truth and misses the detail about ""abiraterone comparison"" and ""metastatic (M1) patients"". Therefore, some information is correct"
NCT00268476_James_STAMPEDE_IJC'22,Add-on Treatment,Partial,0.75,1.0,0.5,structured_text,Abiraterone acetate + prednisolone/prednisone (AAP),Abiraterone acetate plus prednisolone,"The prediction captures the key components of the add-on treatment (Abiraterone acetate and prednisolone). The difference between ""+"" and ""plus"" is negligible. The prediction is missing the prednisone alternative and the abbreviation."
NCT00268476_James_STAMPEDE_IJC'22,Type of Therapy,Partial,0.5,0.5,0.5,structured_text,Hormonal / endocrine therapy (ADT backbone with androgen-axis targeting),"Standard-of-care (SOC) was androgen deprivation therapy (ADT) using gonadotrophin-releasing hormone (GnRH) agonists, antagonists, or orchidectomy. The experimental arm (SOC + AAP) received SOC plus ab","The GT specifies ""Hormonal / endocrine therapy (ADT backbone with androgen-axis targeting)"". The Pred describes the SOC as ADT and the experimental arm as SOC + abiraterone acetate and prednisolone. While Pred mentions specific drugs, it doesn't explicitly state the overarching type of therapy as ho"
NCT00268476_James_STAMPEDE_IJC'22,COE_RCT_IND_OVERALL_RJ,Wrong,0.0,0.0,0.0,structured_text,Yes (randomised 1:1 controlled trial),,"GT has ""Yes (randomised 1:1 controlled trial)"" and Pred is empty. Since one is empty, both correctness and completeness are 0."
NCT00268476_James_STAMPEDE_IJC'22,Treatment Arm 1 Regimen,Partial,0.75,1.0,0.5,structured_text,"Abiraterone acetate 1000 mg daily + prednisolone 5 mg daily, added to lifelong ADT; continued until progression",Androgen deprivation therapy (ADT) + abiraterone acetate 1000 mg daily + prednisolone 5 mg daily,"GT: ""Abiraterone acetate 1000 mg daily + prednisolone 5 mg daily, added to lifelong ADT; continued until progression"". Pred: ""Androgen deprivation therapy (ADT) + abiraterone acetate 1000 mg daily + prednisolone 5 mg daily"". The Pred is very similar to the GT, capturing the key drug names, dosages, "
NCT00268476_James_STAMPEDE_IJC'22,Treatment Class,Wrong,0.0,0.0,0.0,structured_text,Androgen biosynthesis inhibitor + corticosteroid,"Standard-of-care (SOC), Standard-of-care plus abiraterone acetate and prednisolone (SOC + AAP)","GT: ""Androgen biosynthesis inhibitor + corticosteroid"". Pred: ""Standard-of-care (SOC), Standard-of-care plus abiraterone acetate and prednisolone (SOC + AAP)"". The GT provides a classification based on drug mechanism, while the Pred provides the treatment arms. The Pred does not capture the informat"
NCT02799602_Hussain_ARASENS_JCO'23,Docetaxel administration - N (%) | Control,Partial,0.5,0.5,0.5,numeric_tolerance,All patients received docetaxel 654(100%),651 (100%),"The predicted count (651) is within the tolerance of +/- 0.1 of the ground truth count (654) is false. The predicted percentage (100) matches the ground truth percentage (100). Correctness: 0.5 (One number matches, one doesn't). Completeness: 0.5 (One number is captured, one isn't)."
NCT02799602_Hussain_ARASENS_JCO'23,Gleason score - N (%) | ≤ 7 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,122(18.7%),Not reported,"GT contains two numbers: 122 and 18.7. Pred is ""Not reported,"" which means it contains no numbers. Since GT has numbers and Pred has none, correctness and completeness are both 0."
NCT02799602_Hussain_ARASENS_JCO'23,Gleason score - N (%) | ≥ 8 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,505(77.6%),Not reported,"GT contains two numbers: 505 and 77.6. Pred is ""Not reported,"" which means it contains no numbers. Since GT has numbers and Pred has none, correctness and completeness are both 0."
NCT02799602_Hussain_ARASENS_JCO'23,Gleason score - N (%) | ≤ 7 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,118(18.0%),Not reported,"GT contains two numbers: 118 and 18.0. Pred is ""Not reported,"" which means it contains no numbers. Since GT has numbers and Pred has none, correctness and completeness are both 0."
NCT02799602_Hussain_ARASENS_JCO'23,Gleason score - N (%) | ≥ 8 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,516(78.9%),Not reported,"GT contains two numbers: 516 and 78.9. Pred is ""Not reported,"" which means it contains no numbers. Since GT has numbers and Pred has none, correctness and completeness are both 0."
NCT02799602_Hussain_ARASENS_JCO'23,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Control,Partial,0.75,1.0,0.5,numeric_tolerance,439(67.5%),439,GT has two numbers: 439 and 67.5. Pred has only 439. 439 matches. 67.5 is missing.
NCT02799602_Hussain_ARASENS_JCO'23,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Treatment,Partial,0.75,1.0,0.5,numeric_tolerance,458(70.3%),458,GT has two numbers: 458 and 70.3. Pred has only 458. 458 matches. 70.3 is missing.
NCT02799602_Hussain_ARASENS_JCO'23,Median On-Treatment Duration (mo) | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,Median treatment duration in ARASENS was 41 months,,"GT has a numerical value (41), but Pred is empty, indicating no value was extracted."
NCT02799602_Hussain_ARASENS_JCO'23,Original/Follow Up,Wrong,0.0,0.0,0.0,exact_match,Follow Up,Original,The values are different.
NCT02799602_Hussain_ARASENS_JCO'23,Author,Wrong,0.0,0.0,0.0,exact_match,Maha Hussain et al,"Maha Hussain, MD et al.","The values are similar, but not exactly the same. The addition of ""MD"" is not an exact match."
NCT02799602_Hussain_ARASENS_JCO'23,Trial Name,Wrong,0.0,0.0,0.0,exact_match,ARASENS (subgroup analysis: disease volume/risk subgroups),ARASENS Trial,The values are different.
