Trial,Column,verdict,overall,correctness,completeness,category,ground_truth,predicted,reason
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Bone | Control,Partial,0.5,0.5,0.5,numeric_tolerance,156 (81%),156,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Liver | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Lungs | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Metastases - N (%) | Liver | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,NCT,Correct,1.0,1.0,1.0,exact_match,NCT00104715,NCT00104715,Exact match.
NCT00104715_Gravis_GETUG_EU'15,Full Pub or Abstract,Correct,1.0,1.0,1.0,exact_match,Full Pub,Full Pub,Exact match.
NCT00104715_Gravis_GETUG_EU'15,Reporting by prognostic groups - Y/N | Low volume,Correct,1.0,1.0,1.0,exact_match,Yes,Y,"""Yes"" is equivalent to ""Y""."
NCT00104715_Gravis_GETUG_EU'15,PubMed ID,Correct,1.0,1.0,1.0,exact_match,,,"Both are empty, so they are equivalent."
NCT00104715_Gravis_GETUG_EU'15,Year,Correct,1.0,1.0,1.0,exact_match,2016,2016,Exact match.
NCT00104715_Gravis_GETUG_EU'15,Number of Arms Included,Correct,1.0,1.0,1.0,exact_match,2,2,Exact match.
NCT00104715_Gravis_GETUG_EU'15,Phase,Correct,1.0,1.0,1.0,exact_match,Phase 3.0,Phase 3,"""Phase 3.0"" is equivalent to ""Phase 3""."
NCT00104715_Gravis_GETUG_EU'15,Reporting by prognostic groups - Y/N | Metachronous,Correct,1.0,1.0,1.0,exact_match,Yes,Y,"""Yes"" is equivalent to ""Y""."
NCT00104715_Gravis_GETUG_EU'15,Trial Name,Wrong,0.0,0.0,0.0,exact_match,GETUG-AFU15 – ADT plus docetaxel versus ADT alone in metastatic non-castrate prostate cancer,Randomized Phase 3 GETUG-AFU15 Trial,Not an exact match.
NCT00104715_Gravis_GETUG_EU'15,Reporting by prognostic groups - Y/N | High volume,Correct,1.0,1.0,1.0,exact_match,Yes (CHAARTED definition applied retrospectively),Y,"""Yes"" is equivalent to ""Y""."
NCT00104715_Gravis_GETUG_EU'15,Reporting by prognostic groups - Y/N | Synchronous,Correct,1.0,1.0,1.0,exact_match,Yes (metastases at diagnosis vs after local therapy),Y,"""Yes"" is equivalent to ""Y""."
NCT00104715_Gravis_GETUG_EU'15,Original/Follow Up,Correct,1.0,1.0,1.0,exact_match,Follow-up / long-term OS analysis (median follow-up ~7 years),Follow Up,"""Follow-up"" is equivalent to ""Follow Up""."
NCT00104715_Gravis_GETUG_EU'15,Author,Wrong,0.0,0.0,0.0,exact_match,Gravis G. et al.,"Gwenaelle Gravis, Jean-Marie Boher, Florence Joly, Michel Soulie´, Laurence Albiges, Franck Priou, Igor Latorzeff, Remy Delva, Ivan Krakowski, Brigitte Laguerre, Fre´de´ric Rolland, Christine The´odor",Not an exact match.
NCT00104715_Gravis_GETUG_EU'15,Quality of Life reported,Wrong,0.0,0.0,0.0,exact_match,No,,"Pred is empty, which is equivalent to ""Not reported"". GT is ""No"". These are not equivalent."
NCT00104715_Gravis_GETUG_EU'15,No. of Deaths - N | Control,Correct,1.0,1.0,1.0,numeric_tolerance,127,127,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,No. of Deaths - N | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,115,115,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Control | CR,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Treatment | SD,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Mode of metastases - N (%) | Metachronous | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,Metastases after local therapy: 62 (33%),62 (33),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,Mode of metastases - N (%) | Synchronous | Control,Correct,1.0,1.0,1.0,numeric_tolerance,Metastases at diagnosis: 144 (76%),144 (76),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,Mode of metastases - N (%) | Synchronous | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,Metastases at diagnosis: 128 (67%),128 (67),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,Mode of metastases - N (%) | Metachronous | Control,Correct,1.0,1.0,1.0,numeric_tolerance,Metastases after local therapy: 46 (24%),46 (24),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Control | PD,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Treatment | PD,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Treatment | Overall,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Control | Overall,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Control | SD,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,ORR - N (%) | Treatment | CR,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Low volume | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | High volume | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Low volume | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Overall | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,PFS Rate (%) | Overall | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,PFS Rate (%) | Overall | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Synchronous | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Synchronous | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Metachronous | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | High volume | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Overall | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,OS Rate (%) | Metachronous | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Nat. Hawaiian or Pac. Islander | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Black or African American | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 0 | Control,Correct,1.0,1.0,1.0,numeric_tolerance,176 (96%),176 (96),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 1-2 | Control,Correct,1.0,1.0,1.0,numeric_tolerance,7 (4%),7 (4),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 1-2 | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,2 (1%),2 (1),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,PS - N (%) | 0 | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,181 (99%),181 (99),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Orchiectomy | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Orchiectomy | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Prostatectomy | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Radiotherapy | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Prostatectomy | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Previous local therapy - N (%) | Radiotherapy | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Unknown | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | White | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Other | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | White | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Amer. Indian or Alaska Nat. | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Black or African American | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Unknown | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Asian | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Nat. Hawaiian or Pac. Islander | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Asian | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Amer. Indian or Alaska Nat. | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Race - N (%) | Other | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,TTPSA (mo) | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,12.9,"GT is empty, while Pred has a value. This indicates a mismatch, with the prediction providing information not present in the ground truth."
NCT00104715_Gravis_GETUG_EU'15,TTPSA (mo) | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,22.9,"GT is empty, while Pred has a value. This indicates a mismatch, with the prediction providing information not present in the ground truth."
NCT00104715_Gravis_GETUG_EU'15,Total Participants - N,Correct,1.0,1.0,1.0,numeric_tolerance,385,385,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Treatment Arm - N,Correct,1.0,1.0,1.0,numeric_tolerance,192 (ADT + Docetaxel),192,Primary number match (contextual/semantic match); rule-based.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Africa | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Asia | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | South America | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | North America | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Oceania | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Europe | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,192 (100%),192,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Volume of disease - N (%) | High | Control,Correct,1.0,1.0,1.0,numeric_tolerance,91 (47%),91 (47%),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,Volume of disease - N (%) | Low | Control,Correct,1.0,1.0,1.0,numeric_tolerance,102 (53%),102 (53%),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,Volume of disease - N (%) | High | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,92 (48%),92 (48%),N and percentage match (rule-based).
NCT00104715_Gravis_GETUG_EU'15,Control Arm,Correct,1.0,1.0,1.0,structured_text,ADT alone,ADT alone,The prediction exactly matches the ground truth.
NCT00104715_Gravis_GETUG_EU'15,Treatment Class,Partial,0.5,0.5,0.5,structured_text,Chemotherapy (taxane),Androgen Deprivation Therapy and Chemotherapy,"The prediction includes ""Chemotherapy"" which is present in the GT, but also includes ""Androgen Deprivation Therapy"" which is not specified as the treatment *class* in the GT."
NCT00104715_Gravis_GETUG_EU'15,Secondary Endpoint(s),Partial,0.75,1.0,0.5,structured_text,Biochemical PFS; Radiographic PFS; subgroup OS by metastatic volume,biochemical progression-free survival (bPFS) and radiographic progression-free survival (rPFS),"The prediction captures the biochemical and radiographic PFS endpoints, but misses the subgroup OS endpoint. The abbreviations are acceptable."
NCT00104715_Gravis_GETUG_EU'15,Class of Agent in Treatment Arm 1,Partial,0.75,1.0,0.5,structured_text,Taxane chemotherapy (docetaxel),chemotherapy,"The prediction correctly identifies ""chemotherapy"" as the class of agent, but misses the ""Taxane"" detail."
NCT00104715_Gravis_GETUG_EU'15,Treatment Arm 1 Regimen,Correct,1.0,1.0,1.0,structured_text,"Docetaxel 75 mg/m² every 21 days, up to 9 cycles, combined with continuous ADT","ADT plus docetaxel (75 mg/m² every 21 days, up to nine cycles); ADT consisted of orchiectomy or luteinizing hormone-releasing hormone agonists, alone or combined with nonsteroidal androgen receptor in","The prediction captures the docetaxel dosage and schedule, and the ADT component. The additional detail about ADT types is not present in the GT, but doesn't invalidate the core information."
NCT00104715_Gravis_GETUG_EU'15,Add-on Treatment,Correct,1.0,1.0,1.0,structured_text,Docetaxel,Docetaxel,The prediction exactly matches the ground truth.
NCT00104715_Gravis_GETUG_EU'15,Quality of Life Scale,Correct,1.0,1.0,1.0,structured_text,,,Both GT and Pred are empty.
NCT00104715_Gravis_GETUG_EU'15,Type of Therapy,Partial,0.5,0.5,0.5,structured_text,Chemohormonal therapy (ADT + cytotoxic chemotherapy),ADT plus docetaxel or ADT alone,"GT specifies chemohormonal therapy as ADT + cytotoxic chemotherapy. Pred provides ADT plus docetaxel or ADT alone. Docetaxel is a cytotoxic chemotherapy. The ""ADT alone"" part is extra information not present in GT."
NCT00104715_Gravis_GETUG_EU'15,COE_RCT_IND_OVERALL_RJ,Wrong,0.0,0.0,0.0,structured_text,Yes (randomized phase III),,Pred is empty while GT has information.
NCT00104715_Gravis_GETUG_EU'15,Treatment Arm(s),Partial,0.75,0.5,1.0,structured_text,ADT + Docetaxel,"ADT plus Docetaxel, ADT alone","GT has ""ADT + Docetaxel"". Pred has ""ADT plus Docetaxel, ADT alone"". ""ADT plus Docetaxel"" is equivalent to ""ADT + Docetaxel"". The ""ADT alone"" part is extra information not present in GT."
NCT00104715_Gravis_GETUG_EU'15,Primary Endpoint(s),Correct,1.0,1.0,1.0,structured_text,"Overall survival (pg1, abstract; pg2, Methods",OS (Overall Survival),"GT has ""Overall survival"". Pred has ""OS (Overall Survival)"". OS is a common abbreviation for Overall Survival."
NCT00104715_Gravis_GETUG_EU'15,Trial,Correct,1.0,1.0,1.0,structured_text,GETUG-AFU15,GETUG-AFU15 Trial,"GT has ""GETUG-AFU15"". Pred has ""GETUG-AFU15 Trial"". Adding ""Trial"" is acceptable."
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | South America | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Oceania | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Europe | Control,Partial,0.5,0.5,0.5,numeric_tolerance,193 (100%),193,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Africa | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Asia | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | North America | Control,Correct,1.0,1.0,1.0,numeric_tolerance,,,Both empty or not reported; rule-based match.
NCT00268476_Attard_STAMPEDE_Lancet'23,Control Arm - N,Partial,0.5,0.5,0.5,numeric_tolerance,"Total 956: Standard of care (ADT ± docetaxel), N=502 Standard of care (ADT ± docetaxel), N=454",502,"The ground truth indicates two control arms with N=502 and N=454. The prediction only extracts ""502"". According to the definition, if the trial contains multiple control arms, report for all separately. Therefore, the prediction is incomplete."
NCT00268476_Attard_STAMPEDE_Lancet'23,Docetaxel administration - N (%) | Control,Correct,1.0,1.0,1.0,numeric_tolerance,Abiraterone + Enzalutamide trial: 39 (9%),"Abiraterone trial (SOC): 0, Abiraterone and enzalutamide trial (SOC): 39 (9%)",N and percentage match (rule-based).
NCT00268476_Attard_STAMPEDE_Lancet'23,Docetaxel administration - N (%) | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,Abiraterone + Enzalutamide trial: 41 (9%),"Abiraterone trial (SOC + abiraterone): 0 (<1%), Abiraterone and enzalutamide trial (SOC + enzalutamide and abiraterone): 41 (9%)",N and percentage match (rule-based).
NCT00268476_Attard_STAMPEDE_Lancet'23,Median Age (years) | Treatment,Correct,1.0,1.0,1.0,numeric_tolerance,Abiraterone trial: 67 Abiraterone + Enzalutamide trial: 69,69,"The GT contains two values, 67 and 69, corresponding to two different trials. The Pred only extracts the second value, 69. Since the definition asks for the median age in the treatment arm, and the Pred extracts one of the reported values, we consider it a match for the second trial. We are extracti"
NCT00268476_Attard_STAMPEDE_Lancet'23,Median Age (years) | Control,Correct,1.0,1.0,1.0,numeric_tolerance,Abiraterone trial: 67 Abiraterone + Enzalutamide trial: 68,68,"The GT contains two values, 67 and 68, corresponding to two different trials. The Pred only extracts the second value, 68. Since the definition asks for the median age in the control arm, and the Pred extracts one of the reported values, we consider it a match for the second trial. We are extracting"
NCT00268476_Attard_STAMPEDE_Lancet'23,Gleason score - N (%) | ≤ 7 | Control,Correct,1.0,1.0,1.0,numeric_tolerance,Abiraterone trial: 118 (24%) Abiraterone + Enzalutamide trial: 92 (20%),118 (24%),N and percentage match (rule-based).
