Trial,Column,verdict,overall,correctness,completeness,category,ground_truth,predicted,reason
NCT00104715_Gravis_GETUG_EU'15,Secondary Endpoint(s),Partial,0.75,1.0,0.5,structured_text,Biochemical PFS; Radiographic PFS; subgroup OS by metastatic volume,biochemical progression-free survival (bPFS) and radiographic progression-free survival (rPFS),"The prediction captures the biochemical and radiographic PFS endpoints, but misses the subgroup OS endpoint. The abbreviations are acceptable."
NCT00104715_Gravis_GETUG_EU'15,Class of Agent in Treatment Arm 1,Partial,0.75,1.0,0.5,structured_text,Taxane chemotherapy (docetaxel),chemotherapy,"The prediction correctly identifies ""chemotherapy"" as the class of agent, but misses the ""Taxane"" detail."
NCT00104715_Gravis_GETUG_EU'15,Type of Therapy,Partial,0.5,0.5,0.5,structured_text,Chemohormonal therapy (ADT + cytotoxic chemotherapy),ADT plus docetaxel or ADT alone,"GT specifies chemohormonal therapy as ADT + cytotoxic chemotherapy. Pred provides ADT plus docetaxel or ADT alone. Docetaxel is a cytotoxic chemotherapy. The ""ADT alone"" part is extra information not present in GT."
NCT00104715_Gravis_GETUG_EU'15,COE_RCT_IND_OVERALL_RJ,Wrong,0.0,0.0,0.0,structured_text,Yes (randomized phase III),,Pred is empty while GT has information.
NCT00104715_Gravis_GETUG_EU'15,Treatment Arm(s),Partial,0.75,0.5,1.0,structured_text,ADT + Docetaxel,"ADT plus Docetaxel, ADT alone","GT has ""ADT + Docetaxel"". Pred has ""ADT plus Docetaxel, ADT alone"". ""ADT plus Docetaxel"" is equivalent to ""ADT + Docetaxel"". The ""ADT alone"" part is extra information not present in GT."
NCT00104715_Gravis_GETUG_EU'15,Region - N (%) | Europe | Control,Partial,0.5,0.5,0.5,numeric_tolerance,193 (100%),193,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00268476_Attard_STAMPEDE_Lancet'23,Control Arm - N,Partial,0.5,0.5,0.5,numeric_tolerance,"Total 956: Standard of care (ADT ± docetaxel), N=502 Standard of care (ADT ± docetaxel), N=454",502,"The ground truth indicates two control arms with N=502 and N=454. The prediction only extracts ""502"". According to the definition, if the trial contains multiple control arms, report for all separately. Therefore, the prediction is incomplete."
NCT00268476_Attard_STAMPEDE_Lancet'23,Adverse Events - N (%) | Treatment-related Grade 3 or Higher | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,Abiraterone trial: 271 (54%) Abiraterone + Enzalutamide trial: 302 (68%),,"GT has two arms reported with count and percentage. Pred is empty. Since GT has values, and Pred is empty, this is incorrect and incomplete."
NCT00268476_Attard_STAMPEDE_Lancet'23,Adverse Events - N (%) | Treatment-related Grade 3 or Higher | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,Abiraterone trial: 192 (38%) Abiraterone + Enzalutamide trial: 204 (45%),,"GT has two arms reported with count and percentage. Pred is empty. Since GT has values, and Pred is empty, this is incorrect and incomplete."
NCT00268476_Attard_STAMPEDE_Lancet'23,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,192 (38%) of 502,"GT is empty, Pred has a value. This is incorrect and incomplete."
NCT00268476_Attard_STAMPEDE_Lancet'23,Adverse Events - N (%) | Treatment-related Grade 5 | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,Abiraterone + Enzalutamide trial: 2 (<1%),2 of 445,"GT has count and percentage. Pred has only count. Since the column definition requires both, Pred is incomplete."
NCT00268476_Attard_STAMPEDE_Lancet'23,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,271 (54%) of 498,"GT is empty, Pred has a value. This is incorrect and incomplete."
NCT00268476_Attard_STAMPEDE_Lancet'23,Reporting by prognostic groups - Y/N | Metachronous,Wrong,0.0,0.0,0.0,exact_match,No,,"GT has a value, Pred is empty."
NCT00268476_Attard_STAMPEDE_Lancet'23,Trial Name,Wrong,0.0,0.0,0.0,exact_match,STAMPEDE,STAMPEDE platform protocol,Not an exact match.
NCT00268476_Attard_STAMPEDE_Lancet'23,Reporting by prognostic groups - Y/N | Synchronous,Wrong,0.0,0.0,0.0,exact_match,No,Y,"""No"" is not equivalent to ""Y""."
NCT00268476_Attard_STAMPEDE_Lancet'23,Author,Wrong,0.0,0.0,0.0,exact_match,Attard G. et al.,"Gerhardt Attard, Laura Murphy, Noel W Clarke, Ashwin Sachdeva, Craig Jones, Alex Hoyle, William Cross, Robert J Jones, Christopher C Parker, Silke Gillessen, Adrian Cook, Chris Brawley, Clare Gilson, ",Not an exact match.
NCT00268476_Attard_STAMPEDE_Lancet'23,Metastases - N (%) | Nodal | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,Abiraterone trial: 291 (58%); Abiraterone and enzalutamide trial: 278 (61%),"GT is empty, while Pred has values. Since GT is empty, and Pred is not, this is incorrect and incomplete."
NCT00268476_Attard_STAMPEDE_Lancet'23,Metastases - N (%) | Nodal | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,Abiraterone trial: 293 (58%); Abiraterone and enzalutamide trial: 278 (60%),"GT is empty, while Pred has values. Since GT is empty, and Pred is not, this is incorrect and incomplete."
NCT00268476_Attard_STAMPEDE_Lancet'23,PFS Rate (%) | Overall | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,HR 0.34 (95% CI 0.29–0.39); p<0.0001. HR 0.36 (95% CI 0.31–0.43); p<0.0001,GT is 'Not reported' while Pred has a value.
NCT00268476_Attard_STAMPEDE_Lancet'23,OS Rate (%) | Overall | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,30,"GT is ""Not reported"" while Pred has a value."
NCT00268476_Attard_STAMPEDE_Lancet'23,OS Rate (%) | Overall | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,48,"GT is ""Not reported"" while Pred has a value."
NCT00268476_Attard_STAMPEDE_Lancet'23,Previous local therapy - N (%) | Orchiectomy | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,"3 (1%) [Abiraterone trial, Standard of care (n=502)]
        0 [Abiraterone and enzalutamide trial, Standard of care (n=454)]","GT is empty, but Pred has values. This indicates an incorrect and incomplete extraction."
NCT00268476_Attard_STAMPEDE_Lancet'23,Previous local therapy - N (%) | Orchiectomy | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,"3 (1%) [Abiraterone trial, Standard of care plus abiraterone (n=501)]
        1 (<1%) [Abiraterone and enzalutamide trial, Standard of care plus enzalutamide and abiraterone (n=462)]","GT is empty, but Pred has values. This indicates an incorrect and incomplete extraction."
NCT00268476_Attard_STAMPEDE_Lancet'23,Treatment Arm - N,Partial,0.75,1.0,0.5,numeric_tolerance,"Total 963: ADT + abiraterone + prednisolone, N=501; ADT + abiraterone + prednisolone + enzalutamide, N=462",501,"The column definition asks for the number of participants in each treatment arm. The GT provides two arms with their respective N values: 501 and 462. The Pred only extracts ""501"", missing the second arm's count. Since the GT has two values, and the prediction only captures one, it's incomplete. The"
NCT00268476_Attard_STAMPEDE_Lancet'23,Type of Therapy,Partial,0.75,0.5,1.0,structured_text,Hormonal / endocrine therapy,"Abiraterone acetate plus prednisolone with or without enzalutamide for patients with metastatic prostate cancer starting androgen deprivation therapy (specifically, treatment arms: standard of care [a","The prediction describes the specific hormonal therapies used, which aligns with the general category in the GT. However, the prediction is far more detailed and includes information beyond just the type of therapy. The prediction includes drug names, dosages, and context. While the core concept is "
NCT00268476_Attard_STAMPEDE_Lancet'23,COE_RCT_IND_OVERALL_RJ,Wrong,0.0,0.0,0.0,structured_text,Yes,,"GT has a value, but Pred is empty."
NCT00268476_Attard_STAMPEDE_Lancet'23,Trial,Partial,0.75,1.0,0.5,structured_text,STAMPEDE abiraterone trial STAMPEDE abiraterone + enzalutamide trial,Abiraterone trial,The prediction only captures one of the two trials mentioned in the GT.
NCT00268476_Attard_STAMPEDE_Lancet'23,Control Arm,Partial,0.75,1.0,0.5,structured_text,"Standard of care (androgen deprivation therapy ± docetaxel, depending on protocol amendment)",Standard of care,"The prediction captures the core concept of ""standard of care"" but misses the details about androgen deprivation therapy and docetaxel."
NCT00268476_Attard_STAMPEDE_Lancet'23,Treatment Class,Partial,0.5,0.5,0.5,structured_text,Androgen biosynthesis inhibitor ± androgen receptor inhibitor,"Abiraterone acetate plus prednisolone (abiraterone) with or without enzalutamide, each added to standard of care (androgen deprivation therapy with or without docetaxel)","The prediction provides specific drug names (Abiraterone, Prednisolone, Enzalutamide) and mentions the standard of care. While it's more specific than the GT, it implies the classes of agents. However, it also includes details about standard of care which is not directly a treatment class."
NCT00268476_Attard_STAMPEDE_Lancet'23,Secondary Endpoint(s),Partial,0.75,0.5,1.0,structured_text,"Prostate cancer–specific survival, Failure-free survival Progression-free survival Metastatic progression-free survival Symptomatic skeletal-related events toxic effects and adverse events","Secondary outcomes were prostate cancer-specific survival (defined as the time from randomisation to death from prostate cancer); failure-free survival (defined as biochemical failure, local or lymph ","The prediction includes all endpoints listed in the GT and provides definitions for each. It also includes ""cost-effectiveness of research treatment"" which is not in GT."
NCT00268476_Attard_STAMPEDE_Lancet'23,Class of Agent in Treatment Arm 1,Partial,0.75,1.0,0.5,structured_text,Androgen biosynthesis inhibitor (abiraterone) + corticosteroid,Androgen biosynthesis inhibitor,"The prediction correctly identifies ""Androgen biosynthesis inhibitor"" but misses the ""corticosteroid"" component."
NCT00268476_Attard_STAMPEDE_Lancet'23,Treatment Arm 1 Regimen,Partial,0.5,0.5,0.5,structured_text,Abiraterone  acetate  1000  mg  and  prednisolone  5  mg  (in  the  abiraterone  trial)  orally  or  abiraterone  acetate  and  prednisolone plus enzalutamide 160 mg orally once a day (in the abirater,"Standard of care (androgen deprivation therapy) plus abiraterone acetate 1000 mg orally once daily and prednisolone 5 mg orally once daily (in the abiraterone trial), administered until radiographical","The prediction captures the abiraterone and prednisolone regimen, including the dosages and administration route. It also mentions ""standard of care"" which is not part of the regimen itself. It misses the enzalutamide arm."
NCT00268476_Attard_STAMPEDE_Lancet'23,Add-on Treatment,Partial,0.75,0.5,1.0,structured_text,Abiraterone ± Enzalutamide,"Abiraterone acetate plus prednisolone, or abiraterone acetate plus prednisolone and enzalutamide (all added to standard androgen deprivation therapy)","The prediction includes Abiraterone and Enzalutamide as add-on treatments. It also includes prednisolone, which is often given with abiraterone, and mentions that these are added to standard androgen deprivation therapy."
NCT00268476_James_STAMPEDE_IJC'22,Docetaxel administration - N (%) | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,,32%,"The ground truth is 'Not reported,' but the prediction is '32%.' Since the definition requires both count and percentage, and the GT is 'Not reported', the prediction should also be 'Not reported'. Because the prediction provides a percentage when it should be 'Not reported', it is incorrect and inc"
NCT00268476_James_STAMPEDE_IJC'22,Docetaxel administration - N (%) | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,,40%,"The ground truth is 'Not reported,' but the prediction is '40%.' Since the definition requires both count and percentage, and the GT is 'Not reported', the prediction should also be 'Not reported'. Because the prediction provides a percentage when it should be 'Not reported', it is incorrect and inc"
NCT00268476_James_STAMPEDE_IJC'22,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,16% (at 4 years post-randomisation),12 (9%),"GT has only percentage, but Pred has both count and percentage. The column definition requires both count and percentage if reported. Since GT only has percentage, we will evaluate based on that. GT is 16%, Pred is 9%. The difference is greater than 2%."
NCT00268476_James_STAMPEDE_IJC'22,Adverse Events - N (%) | Treatment-related Grade 5 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,0 (no grade 4 or 5 at 2 years; grade 5 not reported; explicitly “no grade 4 or 5” at 2y),,"GT has a value (0), while Pred is empty. This indicates an error."
NCT00268476_James_STAMPEDE_IJC'22,Adverse Events - N (%) | Treatment-related Grade 5 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,0 (no grade 4 or 5 at 2 years; grade 5 not reported; explicitly “no grade 4 or 5” at 2y),,"GT has a value (0), while Pred is empty. This indicates an error."
NCT00268476_James_STAMPEDE_IJC'22,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,16% (at 4 years post-randomisation),20 (7%),"GT has only percentage, but Pred has both count and percentage. The column definition requires both count and percentage if reported. Since GT only has percentage, we will evaluate based on that. GT is 16%, Pred is 7%. The difference is greater than 2%."
NCT00268476_James_STAMPEDE_IJC'22,NCT,Wrong,0.0,0.0,0.0,exact_match,NCT00268476,,The predicted value is empty while the ground truth has a value. They do not match.
NCT00268476_James_STAMPEDE_IJC'22,Full Pub or Abstract,Wrong,0.0,0.0,0.0,exact_match,Full Pub,,The predicted value is empty while the ground truth has a value. They do not match.
NCT00268476_James_STAMPEDE_IJC'22,Year,Wrong,0.0,0.0,0.0,exact_match,2022,,The predicted value is empty while the ground truth has a value. They do not match.
NCT00268476_James_STAMPEDE_IJC'22,Number of Arms Included,Wrong,0.0,0.0,0.0,exact_match,2 (SOC-alone vs SOC + AAP),,The predicted value is empty while the ground truth has a value. They do not match.
NCT00268476_James_STAMPEDE_IJC'22,Phase,Wrong,0.0,0.0,0.0,exact_match,3.0,,The predicted value is empty while the ground truth has a value. They do not match.
NCT00268476_James_STAMPEDE_IJC'22,Trial Name,Wrong,0.0,0.0,0.0,exact_match,Abiraterone acetate plus prednisolone for metastatic patients starting hormone therapy: 5-year follow-up results from the STAMPEDE randomised trial,,The predicted value is empty while the ground truth has a value. They do not match.
NCT00268476_James_STAMPEDE_IJC'22,Original/Follow Up,Wrong,0.0,0.0,0.0,exact_match,Follow Up,,The predicted value is empty while the ground truth has a value. They do not match.
NCT00268476_James_STAMPEDE_IJC'22,Author,Wrong,0.0,0.0,0.0,exact_match,Nicholas D. James (et al.),,The predicted value is empty while the ground truth has a value. They do not match.
NCT00268476_James_STAMPEDE_IJC'22,Quality of Life reported,Wrong,0.0,0.0,0.0,exact_match,No,Yes,The predicted value does not match the ground truth.
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Low volume | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,Low-risk subgroup: 72% alive at 5 years (95% CI 65–77),,"The GT has a percentage value. The Pred is empty. Since one is empty, correctness and completeness are 0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | High volume | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,High-risk subgroup: 49% alive at 5 years (95% CI 43–55),,"The GT has a percentage value. The Pred is empty. Since one is empty, correctness and completeness are 0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Low volume | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,Low-risk subgroup: 55% alive at 5 years (95% CI 48–61),,"The GT has a percentage value. The Pred is empty. Since one is empty, correctness and completeness are 0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Overall | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,41% alive at 5 years,,"The GT has a percentage value. The Pred is empty. Since one is empty, correctness and completeness are 0."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | High volume | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,High-risk subgroup: 28% alive at 5 years (95% CI 22–34),,"GT has a value (28%), but Pred is empty."
NCT00268476_James_STAMPEDE_IJC'22,OS Rate (%) | Overall | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,60% alive at 5 years,,"GT has a value (60%), but Pred is empty."
NCT00268476_James_STAMPEDE_IJC'22,PFS Rate (%) | Overall | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,37% event-free at 5 years (95% CI 33–42),,"The GT has a percentage value (37%), while the Pred is ""Not reported"". Since one is empty and the other is not, this is considered an error."
NCT00268476_James_STAMPEDE_IJC'22,PFS Rate (%) | Overall | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,54% event-free at 5 years (95% CI 50–59),,"The GT has a percentage value (54%), while the Pred is ""Not reported"". Since one is empty and the other is not, this is considered an error."
NCT00268476_James_STAMPEDE_IJC'22,Total Participants - N,Wrong,0.0,0.0,0.0,numeric_tolerance,1003 metastatic patients analysed,1917,"The column definition requires the total number of participants. The GT value is ""1003 metastatic patients analysed"", so the primary number is 1003. The predicted value is 1917. These values do not match within the allowed tolerance."
NCT00268476_James_STAMPEDE_IJC'22,Region - N (%) | Europe | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,501(100%),,"GT has count and percentage, but Pred is ""Not reported"". Since GT has a value, and Pred does not, this is incorrect and incomplete."
NCT00268476_James_STAMPEDE_IJC'22,Region - N (%) | Europe | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,502(100%),,"GT has count and percentage, but Pred is empty."
NCT00268476_James_STAMPEDE_IJC'22,Volume of disease - N (%) | High | Control,Partial,0.5,0.5,0.5,numeric_tolerance,High-risk (LATITUDE criteria) 232 (46%),232,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00268476_James_STAMPEDE_IJC'22,Volume of disease - N (%) | Low | Control,Partial,0.5,0.5,0.5,numeric_tolerance,Low-risk (LATITUDE criteria) 220 (44%),220,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00268476_James_STAMPEDE_IJC'22,Volume of disease - N (%) | High | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,High-risk (LATITUDE criteria) 241 (48%),241,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00268476_James_STAMPEDE_IJC'22,Type of Therapy,Partial,0.5,0.5,0.5,structured_text,Hormonal / endocrine therapy (ADT backbone with androgen-axis targeting),Abiraterone acetate plus prednisolone; androgen deprivation therapy,"GT describes the type of therapy as hormonal/endocrine therapy with ADT. Pred specifies Abiraterone acetate plus prednisolone and ADT. Abiraterone acetate plus prednisolone is a specific type of hormonal therapy often used with ADT. The prediction captures the essence of the GT, but also adds more s"
NCT00268476_James_STAMPEDE_IJC'22,COE_RCT_IND_OVERALL_RJ,Wrong,0.0,0.0,0.0,structured_text,Yes (randomised 1:1 controlled trial),,GT indicates a randomized controlled trial. Pred is empty.
NCT00268476_James_STAMPEDE_IJC'22,Treatment Arm(s),Partial,0.5,0.5,0.5,structured_text,SOC + AAP (standard-of-care + abiraterone acetate + prednisolone/prednisone),"abiraterone acetate plus prednisolone, hormone therapy",GT describes the treatment arm as standard of care plus abiraterone acetate and prednisolone/prednisone. Pred mentions abiraterone acetate plus prednisolone and hormone therapy. 'Hormone therapy' is a broader term that encompasses the specific drugs. The prediction captures the key drugs but misses 
NCT00268476_James_STAMPEDE_IJC'22,Trial,Partial,0.5,0.5,0.5,structured_text,STAMPEDE “abiraterone comparison” in metastatic (M1) patients,STAMPEDE randomised trial (NCT00268476),"Both GT and Pred refer to the STAMPEDE trial. GT mentions 'abiraterone comparison' and 'metastatic (M1) patients'. Pred mentions 'randomised trial' and the NCT number. Both provide valid information about the trial, but neither is a complete match."
NCT00268476_James_STAMPEDE_IJC'22,Treatment Arm 1 Regimen,Wrong,0.0,0.0,0.0,structured_text,"Abiraterone acetate 1000 mg daily + prednisolone 5 mg daily, added to lifelong ADT; continued until progression",SOC-alone (standard-of-care - androgen deprivation therapy (ADT)),"The prediction describes the control arm regimen, not the treatment arm 1 regimen. Therefore, it is incorrect."
NCT00309985_Kriayako_CHAARTED_JCO'18,Gleason score - N (%) | ≤ 7 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,104 (26.4%),,"The GT has both count and percentage, but the prediction is empty. This indicates a failure to extract the required information."
NCT00309985_Kriayako_CHAARTED_JCO'18,Gleason score - N (%) | ≥ 8 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,241 (60.7%),,"The GT has both count and percentage, but the prediction is empty. This indicates a failure to extract the required information."
NCT00309985_Kriayako_CHAARTED_JCO'18,Gleason score - N (%) | ≥ 8 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,243 (61.8%),,"The GT has both count and percentage, but the prediction is empty. This indicates a failure to extract the required information."
NCT00309985_Kriayako_CHAARTED_JCO'18,Gleason score - N (%) | ≤ 7 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,117 (29.5%),,"The GT has both count and percentage, but the prediction is empty. This indicates a failure to extract the required information."
NCT00309985_Kriayako_CHAARTED_JCO'18,Adverse Events - N (%) | Treatment-related Grade 5 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,1 (0.3%),,"GT has a count and percentage, but Pred is ""Not reported"". Since one is empty, it's incorrect and incomplete."
NCT00309985_Kriayako_CHAARTED_JCO'18,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,29.6% (grade 3–5 combined),,"GT has a percentage, but Pred is ""Not reported"". Since one is empty, it's incorrect and incomplete."
NCT00309985_Kriayako_CHAARTED_JCO'18,Docetaxel administration - N (%) | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,0,,Parsing failed: Expecting value: line 1 column 1 (char 0)
NCT00309985_Kriayako_CHAARTED_JCO'18,Docetaxel administration - N (%) | Treatment,Partial,0.5,0.5,0.5,numeric_tolerance,397 (100%),397,Column requires both count and percentage (N (%)). Ground truth has both but prediction has only count; scored as wrong/incomplete.
NCT00309985_Kriayako_CHAARTED_JCO'18,Median On-Treatment Duration (mo) | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,Up to six cycles planned; median cycles = 6,,"The GT contains the value '6' representing the median number of cycles. The Pred is 'Not reported,' indicating a failure to extract the numerical value."
NCT00309985_Kriayako_CHAARTED_JCO'18,Reporting by prognostic groups - Y/N | Metachronous,Wrong,0.0,0.0,0.0,exact_match,Yes,,"GT is ""Yes"" and Pred is empty. They are not equivalent."
NCT00309985_Kriayako_CHAARTED_JCO'18,Trial Name,Wrong,0.0,0.0,0.0,exact_match,CHAARTED (E3805) – Long-term survival analysis of chemohormonal therapy in metastatic hormone-sensitive prostate cancer,E3805 CHAARTED Trial,Not an exact match.
NCT00309985_Kriayako_CHAARTED_JCO'18,Reporting by prognostic groups - Y/N | Synchronous,Wrong,0.0,0.0,0.0,exact_match,Yes,,"GT is ""Yes"" and Pred is empty. They are not equivalent."
NCT00309985_Kriayako_CHAARTED_JCO'18,Author,Wrong,0.0,0.0,0.0,exact_match,Kyriakopoulos CE et al.,"Christos E. Kyriakopoulos, Yu-Hui Chen, Michael A. Carducci, Glenn Liu, David F. Jarrard, Noah M. Hahn, Daniel H. Shevrin, Robert Dreicer, Maha Hussain, Mario Eisenberger, Manish Kohli, Elizabeth R. P",Not an exact match.
NCT00309985_Kriayako_CHAARTED_JCO'18,Quality of Life reported,Wrong,0.0,0.0,0.0,exact_match,No,I'm unable to extract the desired value since the specific relevant chunk about quality of life reporting is missing from the provided text. Please refer to the full document or check if there's more ,Pred is empty. They are not equivalent.
NCT00309985_Kriayako_CHAARTED_JCO'18,ORR - N (%) | Control | CR,Wrong,0.0,0.0,0.0,numeric_tolerance,PSA < 0.2 ng/mL at 12 mo = 16.8%,,"The GT provides a percentage (16.8%) related to complete response (CR) in the control arm. The predicted value is empty. Since the GT has a value and the Pred is empty, this is considered an error."
NCT00309985_Kriayako_CHAARTED_JCO'18,ORR - N (%) | Treatment | CR,Wrong,0.0,0.0,0.0,numeric_tolerance,PSA < 0.2 ng/mL at 12 mo = 27.7%,,"GT has a percentage, but Pred is ""Not reported"". Since the GT is not ""Not reported"", and the Pred is, this is incorrect and incomplete."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 0 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,272 (69.2%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 1-2 | Control,Wrong,0.0,0.0,0.0,numeric_tolerance,121 (30.8%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 1-2 | Treatment,Wrong,0.0,0.0,0.0,numeric_tolerance,120 (30.2%),,"The GT provides both count and percentage. The Pred is empty. Since the column definition requires both count and percentage, and the Pred is missing, this is incorrect and incomplete."
